County,Agency,Year,Months Reported,Index Total,Violent Total,Murder,Rape,Robbery,Aggravated Assault,Property Total,Burglary,Larceny,Motor Vehicle Theft,Region
Warren,Warren County Sheriff,2018,12,520,47,0,23,5,19,473,34,432,7,Non-New York City
Warren,Warren County State Police,2018,12,254,25,0,21,0,4,229,20,205,4,Non-New York City
Washington,Cambridge Vg PD,2018,12,16,2,0,1,0,1,14,2,10,2,Non-New York City
Washington,County Total,2018,,460,83,1,40,6,36,377,74,287,16,Non-New York City
Washington,Fort Edward Vg PD,2018,12,11,5,0,1,0,4,6,3,3,0,Non-New York City
Washington,Granville Vg PD,2018,12,22,1,0,0,0,1,21,6,15,0,Non-New York City
Washington,Greenwich Vg PD,2018,12,10,0,0,0,0,0,10,0,10,0,Non-New York City
Washington,Hudson Falls Vg PD,2018,12,53,10,0,3,1,6,43,6,35,2,Non-New York City
Washington,Washington County Sheriff,2018,12,200,30,0,19,3,8,170,29,137,4,Non-New York City
Washington,Washington County State Police,2018,12,126,27,1,13,1,12,99,24,68,7,Non-New York City
Washington,Whitehall Vg PD,2018,12,22,8,0,3,1,4,14,4,9,1,Non-New York City
Wayne,Clyde Vg PD,2018,12,30,3,0,0,0,3,27,3,23,1,Non-New York City
Wayne,County Total,2018,,1483,173,5,74,12,82,1310,254,1015,41,Non-New York City
Wayne,Macedon Town and Vg PD,2018,12,99,3,0,1,0,2,96,10,81,5,Non-New York City
Wayne,Newark Vg PD,2018,12,277,29,0,10,3,16,248,24,222,2,Non-New York City
Wayne,Palmyra Vg PD,2018,12,13,3,0,0,1,2,10,0,8,2,Non-New York City
Wayne,Sodus Vg PD,2018,12,4,1,0,1,0,0,3,1,2,0,Non-New York City
Wayne,Wayne County Park PD,2018,12,1,0,0,0,0,0,1,1,0,0,Non-New York City
Wayne,Wayne County Sheriff,2018,12,484,57,4,21,4,28,427,90,324,13,Non-New York City
Wayne,Wayne County State Police,2018,12,566,77,1,41,4,31,489,125,346,18,Non-New York City
Wayne,Wolcott Vg PD,2018,12,9,0,0,0,0,0,9,0,9,0,Non-New York City
Westchester,Ardsley Vg PD,2018,12,28,1,0,1,0,0,27,4,23,0,Non-New York City
Westchester,Bedford Town PD,2018,12,45,4,0,0,0,4,41,1,40,0,Non-New York City
Westchester,Briarcliff Manor Vg PD,2018,12,16,0,0,0,0,0,16,3,10,3,Non-New York City
Westchester,Bronxville Vg PD,2018,12,25,0,0,0,0,0,25,4,21,0,Non-New York City
Westchester,Buchanan Vg PD,2018,12,3,0,0,0,0,0,3,0,3,0,Non-New York City
Westchester,County Total,2018,,9846,1677,14,127,451,1085,8169,822,6895,452,Non-New York City
Westchester,Croton-On-Hudson Vg PD,2018,12,33,2,0,0,0,2,31,1,28,2,Non-New York City
Westchester,Dobbs Ferry Vg PD,2018,12,96,3,0,0,1,2,93,6,83,4,Non-New York City
Westchester,Eastchester Town PD,2018,12,94,4,0,0,4,0,90,10,79,1,Non-New York City
Westchester,Elmsford Vg PD,2018,12,22,4,0,1,1,2,18,1,12,5,Non-New York City
Westchester,Greenburgh Town PD,2018,12,599,52,0,7,12,33,547,46,485,16,Non-New York City
Westchester,Harrison Town PD,2018,12,102,1,0,0,1,0,101,12,89,0,Non-New York City
Westchester,Hastings-on-Hudson Vg PD,2018,12,79,2,0,0,0,2,77,1,73,3,Non-New York City
Westchester,Irvington Vg PD,2018,12,19,2,1,0,0,1,17,1,16,0,Non-New York City
Westchester,Larchmont Vg PD,2018,12,77,2,0,1,0,1,75,6,68,1,Non-New York City
Westchester,Mamaroneck Town PD,2018,12,75,0,0,0,0,0,75,11,62,2,Non-New York City
Westchester,Mamaroneck Vg PD,2018,12,140,13,1,0,2,10,127,24,99,4,Non-New York City
Westchester,Mount Pleasant Town PD,2018,12,220,14,0,2,3,9,206,30,174,2,Non-New York City
Westchester,Mount Vernon City PD,2018,12,1331,356,6,27,102,221,975,122,734,119,Non-New York City
Westchester,New Castle Town PD,2018,12,54,1,0,0,1,0,53,8,44,1,Non-New York City
Westchester,New Rochelle City PD,2018,12,1003,114,2,11,25,76,889,70,785,34,Non-New York City
Westchester,North Castle Town PD,2018,12,61,6,0,2,1,3,55,6,46,3,Non-New York City
Westchester,NYC DEPP - Eastview PCT,2018,12,8,0,0,0,0,0,8,1,7,0,Non-New York City
Westchester,Ossining Vg PD,2018,12,203,15,0,0,7,8,188,12,171,5,Non-New York City
Westchester,Peekskill City PD,2018,12,277,51,1,5,9,36,226,11,209,6,Non-New York City
Westchester,Pelham Manor Vg PD,2018,12,159,9,0,0,2,7,150,8,140,2,Non-New York City
Westchester,Pelham Vg PD,2018,12,66,6,0,0,2,4,60,4,54,2,Non-New York City
Westchester,Pleasantville Vg PD,2018,12,40,2,0,0,1,1,38,4,33,1,Non-New York City
Westchester,Port Chester Vg PD,2018,12,207,22,0,1,12,9,185,9,164,12,Non-New York City
Westchester,Pound Ridge Town PD,2018,12,48,3,0,2,0,1,45,2,43,0,Non-New York City
Westchester,Rye Brook Vg PD,2018,12,46,0,0,0,0,0,46,7,34,5,Non-New York City
Westchester,Rye City PD,2018,12,62,6,0,0,1,5,56,6,46,4,Non-New York City
Westchester,Scarsdale Vg PD,2018,12,125,2,0,0,2,0,123,13,105,5,Non-New York City
Westchester,Sleepy Hollow Vg PD,2018,12,1,0,0,0,0,0,1,0,1,0,Non-New York City
Westchester,SUNY Police - Purchase,2018,12,32,1,0,0,0,1,31,2,28,1,Non-New York City
Westchester,Tarrytown Vg PD,2018,12,48,7,1,0,4,2,41,10,29,2,Non-New York City
Westchester,Tuckahoe Vg PD,2018,12,18,3,0,0,2,1,15,0,12,3,Non-New York City
Westchester,Westchester Co Dept Pub Safety,2018,12,275,67,1,1,8,57,208,9,194,5,Non-New York City
Westchester,Westchester County MTA,2018,12,88,14,0,0,5,9,74,3,70,1,Non-New York City
Westchester,Westchester County Park PD,2018,12,3,0,0,0,0,0,3,1,2,0,Non-New York City
Westchester,Westchester County State Police,2018,12,415,71,0,26,3,42,344,34,294,16,Non-New York City
Westchester,White Plains City PD,2018,12,947,98,0,5,26,67,849,33,793,23,Non-New York City
Westchester,Yonkers City PD,2018,12,2457,705,1,31,213,460,1752,270,1326,156,Non-New York City
Westchester,Yorktown Town PD,2018,12,199,14,0,4,1,9,185,16,166,3,Non-New York City
Wyoming,Arcade Vg PD,2018,12,18,3,0,1,0,2,15,1,13,1,Non-New York City
Wyoming,Attica Vg PD,2018,12,7,2,0,0,0,2,5,1,4,0,Non-New York City
Wyoming,County Total,2018,,333,63,1,13,2,47,270,41,221,8,Non-New York City
Wyoming,Perry Vg PD,2018,12,65,10,0,4,1,5,55,7,46,2,Non-New York City
Wyoming,Warsaw Vg PD,2018,12,72,13,0,0,0,13,59,9,49,1,Non-New York City
Wyoming,Wyoming County Park PD,2018,12,2,0,0,0,0,0,2,1,1,0,Non-New York City
Wyoming,Wyoming County Sheriff,2018,12,131,14,1,6,1,6,117,18,95,4,Non-New York City
Wyoming,Wyoming County State Police,2018,12,38,21,0,2,0,19,17,4,13,0,Non-New York City
Yates,County Total,2018,,245,17,1,4,0,12,228,52,171,5,Non-New York City
Yates,Penn Yan Vg PD,2018,12,72,3,0,0,0,3,69,6,63,0,Non-New York City
Yates,Yates County Sheriff,2018,12,138,11,1,1,0,9,127,42,81,4,Non-New York City
Yates,Yates County State Police,2018,12,35,3,0,3,0,0,32,4,27,1,Non-New York City
Albany,Albany City PD,2017,12,4283,876,8,53,246,569,3407,433,2861,113,Non-New York City
Albany,Albany County Park PD,2017,12,3,0,0,0,0,0,3,0,3,0,Non-New York City
Albany,Albany County Sheriff,2017,12,162,18,0,8,0,10,144,15,121,8,Non-New York City
Albany,Albany County State Police,2017,12,185,21,0,18,1,2,164,5,155,4,Non-New York City
Albany,Altamont Vg PD,2017,12,6,0,0,0,0,0,6,1,5,0,Non-New York City
Albany,Bethlehem Town PD,2017,12,506,19,0,5,3,11,487,43,437,7,Non-New York City
Albany,Coeymans Town PD,2017,12,87,5,0,0,0,5,82,15,64,3,Non-New York City
Albany,Cohoes City PD,2017,12,242,42,0,7,12,23,200,37,147,16,Non-New York City
Albany,Colonie Town PD,2017,12,1986,84,0,4,24,56,1902,136,1712,54,Non-New York City
Albany,County Total,2017,,8787,1162,8,116,313,725,7625,788,6611,226,Non-New York City
Albany,Green Island Vg PD,2017,12,34,4,0,0,0,4,30,6,23,1,Non-New York City
Albany,Guilderland Town PD,2017,12,713,27,0,9,6,12,686,34,648,4,Non-New York City
Albany,Menands Vg PD,2017,12,161,10,0,1,5,4,151,4,143,4,Non-New York City
Albany,SUNY Police - Albany,2017,12,166,12,0,5,5,2,154,10,144,0,Non-New York City
Albany,SUNY Police - Nanoscale Science and Engineering,2017,12,3,0,0,0,0,0,3,0,3,0,Non-New York City
Albany,Watervliet City PD,2017,12,250,44,0,6,11,27,206,49,145,12,Non-New York City
Allegany,Alfred Vg PD,2017,12,40,4,0,2,1,1,36,9,26,1,Non-New York City
Allegany,Allegany County State Police,2017,12,260,54,2,32,1,19,206,49,147,10,Non-New York City
Allegany,Angelica Vg PD,2017,12,1,0,0,0,0,0,1,0,1,0,Non-New York City
Allegany,Belmont Vg PD,2017,12,1,0,0,0,0,0,1,0,1,0,Non-New York City
Allegany,Bolivar Vg PD,2017,11,3,0,0,0,0,0,3,0,3,0,Non-New York City
Allegany,County Total,2017,,509,80,2,34,3,41,429,80,335,14,Non-New York City
Allegany,Cuba Town PD,2017,12,52,6,0,0,0,6,46,7,39,0,Non-New York City
Allegany,Friendship Town PD,2017,12,5,2,0,0,0,2,3,0,3,0,Non-New York City
Allegany,Independence Town PD,2017,12,3,0,0,0,0,0,3,0,3,0,Non-New York City
Allegany,SUNY Police - Alfred,2017,12,64,3,0,0,0,3,61,6,53,2,Non-New York City
Allegany,Wellsville Vg PD,2017,12,80,11,0,0,1,10,69,9,59,1,Non-New York City
Bronx,County Total,2017,12,35507,12534,72,551,3570,8341,22973,2108,19509,1356,New York City
Broome,Binghamton City PD,2017,12,2341,362,4,41,90,227,1979,369,1554,56,Non-New York City
Broome,Broome County Sheriff,2017,12,552,58,0,16,6,36,494,80,396,18,Non-New York City
Broome,Broome County State Police,2017,12,524,80,0,46,4,30,444,85,338,21,Non-New York City
Broome,County Total,2017,,5584,697,4,150,138,405,4887,790,3952,145,Non-New York City
Broome,Deposit Vg PD,2017,12,14,2,0,0,0,2,12,4,8,0,Non-New York City
Broome,Endicott Vg PD,2017,12,503,74,0,13,22,39,429,89,326,14,Non-New York City
Broome,Johnson City Vg PD,2017,12,847,91,0,19,12,60,756,116,619,21,Non-New York City
Broome,Port Dickinson Vg PD,2017,12,16,0,0,0,0,0,16,1,15,0,Non-New York City
Broome,SUNY Police - Binghamton,2017,12,192,8,0,5,2,1,184,13,171,0,Non-New York City
Broome,Vestal Town PD,2017,12,595,22,0,10,2,10,573,33,525,15,Non-New York City
Cattaraugus,Allegany Vg PD,2017,12,13,1,0,0,0,1,12,3,9,0,Non-New York City
Cattaraugus,Cattaraugus County Park PD,2017,12,8,0,0,0,0,0,8,1,7,0,Non-New York City
Cattaraugus,Cattaraugus County Sheriff,2017,12,336,39,1,15,4,19,297,78,202,17,Non-New York City
Cattaraugus,Cattaraugus County State Police,2017,12,267,48,0,28,3,17,219,57,154,8,Non-New York City
Cattaraugus,Cattaraugus Vg PD,2017,12,1,0,0,0,0,0,1,0,1,0,Non-New York City
Cattaraugus,County Total,2017,,1176,130,2,48,12,68,1046,190,823,33,Non-New York City
Cattaraugus,Ellicottville Town PD,2017,12,15,1,0,0,0,1,14,3,11,0,Non-New York City
Cattaraugus,Franklinville Vg PD,2017,12,21,1,0,0,0,1,20,4,16,0,Non-New York City
Cattaraugus,Olean City PD,2017,12,412,31,1,5,4,21,381,27,351,3,Non-New York City
Cattaraugus,Salamanca City PD,2017,12,103,9,0,0,1,8,94,17,72,5,Non-New York City
Cayuga,Auburn City PD,2017,12,932,158,0,38,21,99,774,116,644,14,Non-New York City
Cayuga,Cayuga County Park PD,2017,12,1,0,0,0,0,0,1,0,1,0,Non-New York City
Cayuga,Cayuga County Sheriff,2017,12,208,40,0,15,1,24,168,41,124,3,Non-New York City
Cayuga,Cayuga County State Police,2017,12,207,50,1,28,1,20,157,33,116,8,Non-New York City
Cayuga,County Total,2017,,1371,248,1,81,23,143,1123,190,908,25,Non-New York City
Cayuga,Moravia Vg PD,2017,12,7,0,0,0,0,0,7,0,7,0,Non-New York City
Cayuga,Port Byron Vg PD,2017,12,1,0,0,0,0,0,1,0,1,0,Non-New York City
Cayuga,Weedsport Vg PD,2017,12,15,0,0,0,0,0,15,0,15,0,Non-New York City
Chautauqua,Chautauqua County Park PD,2017,12,1,0,0,0,0,0,1,0,1,0,Non-New York City
Chautauqua,Chautauqua County Sheriff,2017,12,514,50,1,15,3,31,464,136,312,16,Non-New York City
Chautauqua,Chautauqua County State Police,2017,12,195,26,0,15,0,11,169,38,123,8,Non-New York City
Chautauqua,County Total,2017,,2791,348,4,66,57,221,2443,513,1848,82,Non-New York City
Chautauqua,Dunkirk City PD,2017,12,239,43,1,1,13,28,196,40,151,5,Non-New York City
Chautauqua,Ellicott Town PD,2017,12,194,9,0,1,3,5,185,20,162,3,Non-New York City
Chautauqua,Fredonia Vg PD,2017,12,170,13,0,3,6,4,157,20,136,1,Non-New York City
Chautauqua,Jamestown City PD,2017,12,1079,198,2,27,31,138,881,227,611,43,Non-New York City
Chautauqua,Lakewood-Busti PD,2017,12,337,3,0,1,1,1,334,23,305,6,Non-New York City
Chautauqua,SUNY Police - Fredonia,2017,12,49,3,0,3,0,0,46,6,40,0,Non-New York City
Chautauqua,Westfield Vg PD,2017,12,13,3,0,0,0,3,10,3,7,0,Non-New York City
Chemung,Chemung County Sheriff,2017,12,274,9,2,0,1,6,265,32,228,5,Non-New York City
Chemung,Chemung County State Police,2017,12,246,50,0,25,1,24,196,19,171,6,Non-New York City
Chemung,County Total,2017,,1567,143,4,28,32,79,1424,185,1205,34,Non-New York City
Chemung,Elmira City PD,2017,12,943,80,2,2,29,47,863,126,717,20,Non-New York City
Chemung,Elmira Heights Vg PD,2017,12,59,3,0,0,1,2,56,3,51,2,Non-New York City
Chemung,Elmira Town PD,2017,12,2,1,0,1,0,0,1,0,0,1,Non-New York City
Chemung,Horseheads Vg PD,2017,12,43,0,0,0,0,0,43,5,38,0,Non-New York City
Chenango,Afton Vg PD,2017,12,2,0,0,0,0,0,2,1,0,1,Non-New York City
Chenango,Bainbridge Vg PD,2017,12,4,0,0,0,0,0,4,0,4,0,Non-New York City
Chenango,Chenango County Park PD,2017,12,1,0,0,0,0,0,1,0,1,0,Non-New York City
Chenango,Chenango County Sheriff,2017,12,269,17,2,5,2,8,252,52,195,5,Non-New York City
Chenango,Chenango County State Police,2017,12,182,39,1,26,1,11,143,41,99,3,Non-New York City
Chenango,County Total,2017,,715,83,3,46,3,31,632,124,497,11,Non-New York City
Chenango,Greene Vg PD,2017,12,13,0,0,0,0,0,13,4,7,2,Non-New York City
Chenango,New Berlin Town PD,2017,12,17,0,0,0,0,0,17,4,13,0,Non-New York City
Chenango,Norwich City PD,2017,12,215,26,0,14,0,12,189,22,167,0,Non-New York City
Chenango,Oxford Vg PD,2017,10,3,0,0,0,0,0,3,0,3,0,Non-New York City
Chenango,Sherburne Vg PD,2017,12,9,1,0,1,0,0,8,0,8,0,Non-New York City
Clinton,Clinton County Park PD,2017,12,1,0,0,0,0,0,1,0,1,0,Non-New York City
Clinton,Clinton County Sheriff,2017,12,33,5,0,0,0,5,28,5,23,0,Non-New York City
Clinton,Clinton County State Police,2017,12,749,96,0,53,5,38,653,122,513,18,Non-New York City
Clinton,County Total,2017,,1215,135,0,66,8,61,1080,171,886,23,Non-New York City
Clinton,Plattsburgh City PD,2017,12,387,31,0,12,2,17,356,42,309,5,Non-New York City
Clinton,Rouses Point Vg PD,2017,5,5,0,0,0,0,0,5,0,5,0,Non-New York City
Clinton,SUNY Police - Plattsburgh,2017,12,40,3,0,1,1,1,37,2,35,0,Non-New York City
Columbia,Chatham Vg PD,2017,12,3,0,0,0,0,0,3,0,3,0,Non-New York City
Columbia,Columbia County Park PD,2017,12,3,0,0,0,0,0,3,1,2,0,Non-New York City
Columbia,Columbia County Sheriff,2017,12,359,29,0,5,1,23,330,70,252,8,Non-New York City
Columbia,Columbia County State Police,2017,12,222,53,0,28,1,24,169,33,126,10,Non-New York City
Columbia,County Total,2017,,969,133,1,39,11,82,836,139,669,28,Non-New York City
Columbia,Germantown Town PD,2017,12,1,0,0,0,0,0,1,0,1,0,Non-New York City
Columbia,Greenport Town PD,2017,12,117,0,0,0,0,0,117,0,117,0,Non-New York City
Columbia,Hudson City PD,2017,12,255,51,1,6,9,35,204,32,162,10,Non-New York City
Columbia,Philmont Vg PD,2017,12,6,0,0,0,0,0,6,2,4,0,Non-New York City
Columbia,Stockport Town PD,2017,12,3,0,0,0,0,0,3,1,2,0,Non-New York City
Cortland,Cortland City PD,2017,12,335,16,0,2,8,6,319,52,260,7,Non-New York City
Cortland,Cortland County Sheriff,2017,12,425,18,0,13,2,3,407,73,332,2,Non-New York City
Cortland,Cortland County State Police,2017,12,176,12,0,10,0,2,164,29,130,5,Non-New York City
Cortland,County Total,2017,,994,49,0,28,10,11,945,165,766,14,Non-New York City
Cortland,Homer Vg PD,2017,12,8,0,0,0,0,0,8,1,7,0,Non-New York City
Cortland,SUNY Police - Cortland,2017,12,50,3,0,3,0,0,47,10,37,0,Non-New York City
Delaware,Colchester Town PD,2017,12,10,0,0,0,0,0,10,4,6,0,Non-New York City
Delaware,County Total,2017,,520,59,0,32,2,25,461,103,346,12,Non-New York City
Delaware,Delaware County Sheriff,2017,12,174,24,0,12,1,11,150,42,101,7,Non-New York City
Delaware,Delaware County State Police,2017,12,155,20,0,14,1,5,135,38,92,5,Non-New York City
Delaware,Delhi Vg PD,2017,12,29,5,0,4,0,1,24,4,20,0,Non-New York City
Delaware,Hancock Vg PD,2017,12,14,0,0,0,0,0,14,3,11,0,Non-New York City
Delaware,Sidney Vg PD,2017,12,101,7,0,0,0,7,94,11,83,0,Non-New York City
Delaware,SUNY Police - Delhi,2017,12,29,2,0,2,0,0,27,1,26,0,Non-New York City
Delaware,Walton Vg PD,2017,3,8,1,0,0,0,1,7,0,7,0,Non-New York City
Dutchess,Beacon City PD,2017,12,283,43,0,5,5,33,240,50,184,6,Non-New York City
Dutchess,County Total,2017,,4096,573,5,107,110,351,3523,414,3027,82,Non-New York City
Dutchess,Dutchess County MTA,2017,12,12,0,0,0,0,0,12,1,10,1,Non-New York City
Dutchess,Dutchess County Park PD,2017,12,8,0,0,0,0,0,8,2,6,0,Non-New York City
Dutchess,Dutchess County Sheriff,2017,12,478,55,1,14,6,34,423,82,326,15,Non-New York City
Dutchess,Dutchess County State Police,2017,12,669,175,0,51,10,114,494,66,414,14,Non-New York City
Dutchess,East Fishkill Town PD,2017,12,162,20,0,2,2,16,142,6,135,1,Non-New York City
Dutchess,Fishkill Town PD,2017,12,128,7,0,0,5,2,121,10,107,4,Non-New York City
Dutchess,Fishkill Vg PD,2017,12,30,2,0,0,1,1,28,3,24,1,Non-New York City
Dutchess,Hyde Park Town PD,2017,12,116,10,0,1,1,8,106,20,84,2,Non-New York City
Dutchess,Millerton Vg PD,2017,12,9,0,0,0,0,0,9,3,6,0,Non-New York City
Dutchess,Poughkeepsie City PD,2017,12,821,215,2,28,57,128,606,111,468,27,Non-New York City
Dutchess,Poughkeepsie Town PD,2017,12,1231,38,2,6,20,10,1193,50,1135,8,Non-New York City
Dutchess,Red Hook Vg PD,2017,11,37,4,0,0,1,3,33,4,29,0,Non-New York City
Dutchess,Rhinebeck Vg PD,2017,12,41,2,0,0,0,2,39,2,37,0,Non-New York City
Dutchess,Wappingers Falls Vg PD,2017,12,71,2,0,0,2,0,69,4,62,3,Non-New York City
Erie,Akron Vg PD,2017,12,11,4,0,0,0,4,7,0,6,1,Non-New York City
Erie,Amherst Town PD,2017,12,1992,124,0,13,51,60,1868,195,1632,41,Non-New York City
Erie,Brant Town PD,2017,12,17,2,0,2,0,0,15,3,11,1,Non-New York City
Erie,Buffalo City PD,2017,12,12435,2610,40,141,857,1572,9825,2354,6638,833,Non-New York City
Erie,Cheektowaga Town PD,2017,12,2483,187,1,14,82,90,2296,300,1908,88,Non-New York City
Erie,County Total,2017,,23369,3463,46,251,1111,2055,19906,3753,15013,1140,Non-New York City
Erie,Depew Vg PD,2017,12,263,17,0,4,6,7,246,41,197,8,Non-New York City
Erie,East Aurora-Town Of Aurora PD,2017,12,94,3,0,1,1,1,91,13,75,3,Non-New York City
Erie,Eden Town PD,2017,12,42,5,1,2,0,2,37,12,24,1,Non-New York City
Erie,Erie County Park PD,2017,12,10,0,0,0,0,0,10,1,9,0,Non-New York City
Erie,Erie County Sheriff,2017,12,695,49,2,0,12,35,646,92,542,12,Non-New York City
Erie,Erie County State Police,2017,12,285,37,0,20,3,14,248,19,219,10,Non-New York City
Erie,Evans Town PD,2017,12,233,18,0,2,2,14,215,25,184,6,Non-New York City
Erie,Gowanda Vg PD,2017,12,21,1,0,0,0,1,20,6,11,3,Non-New York City
Erie,Hamburg Town PD,2017,12,911,37,0,0,12,25,874,91,761,22,Non-New York City
Erie,Hamburg Vg PD,2017,12,104,19,0,3,2,14,85,20,62,3,Non-New York City
Erie,Kenmore Vg PD,2017,12,244,13,0,0,6,7,231,38,188,5,Non-New York City
Erie,Lackawanna City PD,2017,12,432,75,0,10,23,42,357,84,249,24,Non-New York City
Erie,Lancaster Town PD,2017,12,429,23,0,4,5,14,406,48,350,8,Non-New York City
Erie,Orchard Park Town PD,2017,12,284,29,0,2,4,23,255,33,208,14,Non-New York City
Erie,SUNY Police - Buffalo,2017,12,244,6,0,2,0,4,238,32,203,3,Non-New York City
Erie,SUNY Police - Buffalo State College,2017,12,165,15,0,7,0,8,150,23,125,2,Non-New York City
Erie,Tonawanda City PD,2017,12,356,45,0,12,7,26,311,51,249,11,Non-New York City
Erie,Tonawanda Town PD,2017,12,1012,100,1,3,29,67,912,190,697,25,Non-New York City
Erie,West Seneca Town PD,2017,12,607,44,1,9,9,25,563,82,465,16,Non-New York City
Essex,County Total,2017,,420,63,1,34,2,26,357,91,252,14,Non-New York City
Essex,Essex County Sheriff,2017,12,4,0,0,0,0,0,4,0,3,1,Non-New York City
Essex,Essex County State Police,2017,12,329,49,0,30,1,18,280,75,196,9,Non-New York City
Essex,Lake Placid Vg PD,2017,12,34,2,0,0,1,1,32,5,25,2,Non-New York City
Essex,Moriah Town PD,2017,12,2,2,0,0,0,2,0,0,0,0,Non-New York City
Essex,Ticonderoga Town PD,2017,12,51,10,1,4,0,5,41,11,28,2,Non-New York City
Franklin,County Total,2017,,688,100,1,57,5,37,588,136,426,26,Non-New York City
Franklin,Franklin County State Police,2017,12,370,53,1,37,1,14,317,89,214,14,Non-New York City
Franklin,Malone Vg PD,2017,12,163,27,0,12,1,14,136,31,100,5,Non-New York City
Franklin,Saranac Lake Vg PD,2017,12,61,15,0,8,2,5,46,4,38,4,Non-New York City
Franklin,Tupper Lake Vg PD,2017,12,94,5,0,0,1,4,89,12,74,3,Non-New York City
Fulton,County Total,2017,,1088,118,0,51,12,55,970,143,800,27,Non-New York City
Fulton,Fulton County Sheriff,2017,12,333,22,0,8,1,13,311,42,261,8,Non-New York City
Fulton,Fulton County State Police,2017,12,102,21,0,14,0,7,81,28,47,6,Non-New York City
Fulton,Gloversville City PD,2017,12,426,64,0,27,9,28,362,48,306,8,Non-New York City
Fulton,Johnstown City PD,2017,12,222,11,0,2,2,7,211,25,181,5,Non-New York City
Fulton,Northville Vg PD,2017,12,5,0,0,0,0,0,5,0,5,0,Non-New York City
Genesee,Batavia City PD,2017,12,578,94,0,20,16,58,484,88,385,11,Non-New York City
Genesee,County Total,2017,,1143,168,0,42,20,106,975,159,784,32,Non-New York City
Genesee,Genesee County Sheriff,2017,12,403,57,0,16,4,37,346,52,280,14,Non-New York City
Genesee,Genesee County State Police,2017,12,108,11,0,4,0,7,97,13,79,5,Non-New York City
Genesee,LeRoy Vg PD,2017,12,54,6,0,2,0,4,48,6,40,2,Non-New York City
Greene,Athens Vg PD,2017,12,1,0,0,0,0,0,1,1,0,0,Non-New York City
Greene,Cairo Town PD,2017,12,40,4,0,0,0,4,36,9,27,0,Non-New York City
Greene,Catskill Vg PD,2017,12,147,20,0,5,1,14,127,12,114,1,Non-New York City
Greene,County Total,2017,,635,139,1,38,4,96,496,99,381,16,Non-New York City
Greene,Coxsackie Vg PD,2017,12,13,0,0,0,0,0,13,2,11,0,Non-New York City
Greene,Durham Town PD,2017,12,9,0,0,0,0,0,9,2,7,0,Non-New York City
Greene,Greene County Sheriff,2017,12,25,6,0,0,0,6,19,1,15,3,Non-New York City
Greene,Greene County State Police,2017,12,379,109,1,33,3,72,270,67,192,11,Non-New York City
Greene,Hunter Town PD,2017,6,8,0,0,0,0,0,8,0,7,1,Non-New York City
Greene,Windham Town PD,2017,12,13,0,0,0,0,0,13,5,8,0,Non-New York City
Hamilton,County Total,2017,,36,4,0,2,0,2,32,7,22,3,Non-New York City
Hamilton,Hamilton County Sheriff,2017,12,8,1,0,0,0,1,7,1,3,3,Non-New York City
Hamilton,Hamilton County State Police,2017,12,24,3,0,2,0,1,21,5,16,0,Non-New York City
Hamilton,Inlet Town PD,2017,12,4,0,0,0,0,0,4,1,3,0,Non-New York City
Herkimer,County Total,2017,,1162,159,1,40,8,110,1003,153,821,29,Non-New York City
Herkimer,Dolgeville Vg PD,2017,12,18,2,0,1,0,1,16,3,13,0,Non-New York City
Herkimer,Frankfort Town PD,2017,12,25,2,0,0,2,0,23,2,20,1,Non-New York City
Herkimer,Frankfort Vg PD,2017,12,31,2,0,0,0,2,29,4,24,1,Non-New York City
Herkimer,Herkimer County Sheriff,2017,12,6,6,0,0,0,6,0,0,0,0,Non-New York City
Herkimer,Herkimer County State Police,2017,12,245,46,1,25,0,20,199,55,127,17,Non-New York City
Herkimer,Herkimer Vg PD,2017,12,374,50,0,1,2,47,324,29,295,0,Non-New York City
Herkimer,Ilion Vg PD,2017,12,285,32,0,8,2,22,253,34,213,6,Non-New York City
Herkimer,Little Falls City PD,2017,12,139,16,0,5,2,9,123,21,99,3,Non-New York City
Herkimer,Mohawk Vg PD,2017,12,34,3,0,0,0,3,31,5,26,0,Non-New York City
Herkimer,Webb Town PD,2017,12,5,0,0,0,0,0,5,0,4,1,Non-New York City
Jefferson,Adams Vg PD,2017,12,4,1,0,0,0,1,3,1,1,1,Non-New York City
Jefferson,Alexandria Bay Vg PD,2017,12,6,1,0,0,0,1,5,1,4,0,Non-New York City
Jefferson,Black River Vg PD,2017,12,6,0,0,0,0,0,6,1,5,0,Non-New York City
Jefferson,Brownville Vg PD,2017,12,3,0,0,0,0,0,3,3,0,0,Non-New York City
Jefferson,Cape Vincent Vg PD,2017,12,4,0,0,0,0,0,4,0,4,0,Non-New York City
Jefferson,Carthage Vg PD,2017,12,64,7,0,2,2,3,57,8,47,2,Non-New York City
Jefferson,Clayton Vg PD,2017,12,6,1,0,0,0,1,5,0,5,0,Non-New York City
Jefferson,County Total,2017,,2261,239,4,86,22,127,2022,292,1683,47,Non-New York City
Jefferson,Dexter Vg PD,2017,12,1,0,0,0,0,0,1,0,1,0,Non-New York City
Jefferson,Glen Park Vg PD,2017,12,3,0,0,0,0,0,3,0,3,0,Non-New York City
Jefferson,Jefferson County Park PD,2017,12,12,0,0,0,0,0,12,1,11,0,Non-New York City
Jefferson,Jefferson County Sheriff,2017,12,328,22,0,4,1,17,306,36,262,8,Non-New York City
Jefferson,Jefferson County State Police,2017,12,605,64,3,39,3,19,541,85,442,14,Non-New York City
